CN_ID,CN_ADDRESS1,CN_ADDRESS2,CN_CITY,CN_STATE,CN_ZIP,N_ADDRESS,N_ADDR2,N_CITY,N_STATE,N_ZIP,N_ZIP4,N_LON,N_LAT,N_MCODE,N_LCODE,N_RCODE,N_HOUSENUM,N_PREDIR,N_STREET,N_STRSUF,N_POSTDIR,N_UNIT,N_UNIT2,N_UNITDES,N_UNITDES2,SPECIES
401134,9860 WOODBEND DR,,SALINE,MI,48176,9860 Woodbend Dr,,Saline,MI,48176-9465,9465,-83.753053,42.143201,S80,AS0,S5HPNTSCZA,9860,,Woodbend,Dr,,,,,,White Pine
411145,26363 BALLANTREA CT,,FARMINGTON HILLS,MI,48331,26363 Ballantrae Ct,,Farmington Hills,MI,48331-3526,3526,-83.392148,42.488255,S88,AS0,S5HP-TSCZA,26363,,Ballantrae,Ct,,,,,,White Pine
243545,300 S. HUGHES RD,"BROOKS INC, DBA FAULKWOOD SHORES GOLF CLUB",HOWELL,MI,48843,300 S Hughes Rd,"Brooks Inc, Dba Faulkwood Shores Golf Club",Howell,MI,48843-7135,7135,-83.853521,42.59522,S80,AS0,S5HPNTSCZA,300,S,Hughes,Rd,,,,,,White Pine
354033,9405 BRIANNA TR,WOODLAND ESTATE,PORTAGE,MI,49002,9405 Brianna Trl,Woodland Estate,Portage,MI,49002-8432,8432,-85.536414,42.180667,S80,AS0,S5HPNTSCZA,9405,,Brianna,Trl,,,,,,White Pine
350414,69720 W WHITETAIL RD,,STURGIS,MI,49091,69720 W White Tail Rd,,Sturgis,MI,49091-8252,8252,-85.451691,41.784187,S88,AS0,S5HP-TSCZA,69720,W,White Tail,Rd,,,,,,White Pine
369345,71467 STAGS LEAP CT,"RESERVE AT KNOLLWOOD SUBDIVISION ENTRY EASTSIDE OF IRONWOOD, JUST NORTH OF STATE LINE ROAD",NILES,MI,49120,71467 Stags Leap Ct,Reserve At Knollwood Subdivision Entry Eastside Of Ironwood,Niles,MI,49120-7818,7818,-86.207409,41.761443,S80,AS0,S5HPNTSCZA,71467,,Stags Leap,Ct,,,,,,White Pine
410526,4180 CLARK ST,,QUINNESEC,MI,49876,4180 Clark St,,Quinnesec,MI,49876-9660,9660,-87.995037,45.797627,S80,AS0,S5HPNTSCZA,4180,,Clark,St,,,,,,White Pine
411016,606 UNION RD,,CEDAR FALLS,IA,50613,606 Union Rd,,Cedar Falls,IA,50613-1613,1613,-92.494825,42.533975,S80,AS0,S5HPNTSCZA,606,,Union,Rd,,,,,,White Oak
411076,606 UNION RD,,CEDAR FALLS,IA,50613,606 Union Rd,,Cedar Falls,IA,50613-1613,1613,-92.494825,42.533975,S80,AS0,S5HPNTSCZA,606,,Union,Rd,,,,,,White Oak
411079,606 UNION RD,,CEDAR FALLS,IA,50613,606 Union Rd,,Cedar Falls,IA,50613-1613,1613,-92.494825,42.533975,S80,AS0,S5HPNTSCZA,606,,Union,Rd,,,,,,White Oak
411094,606 UNION RD,,CEDAR FALLS,IA,50613,606 Union Rd,,Cedar Falls,IA,50613-1613,1613,-92.494825,42.533975,S80,AS0,S5HPNTSCZA,606,,Union,Rd,,,,,,White Oak
410363,N87W27101 PERENNIAL TER,,HARTLAND,WI,53029,N87W27101 Perennial Ter,,Hartland,WI,53029-8476,8476,-88.284834,43.177177,S80,AS0,S5HPNTSCZA,N87W27101,,Perennial,Ter,,,,,,White Oak
409743,2096 N HICKORY CT,,OCONOMOWOC,WI,53066,2096 N Hickory Ct,,Oconomowoc,WI,53066-9122,9122,-88.503054,43.05971,S80,AS0,S5HPNTSCZA,2096,N,Hickory,Ct,,,,,,White Oak
411122,3385 CATAMOUNT DR,,NEW BERLIN,WI,53146,3385 S Catamount Dr,,New Berlin,WI,53146-2610,2610,-88.156138,42.982766,S82,AS0,S5H-NTSCZA,3385,S,Catamount,Dr,,,,,,White Oak
268019,7609 WELTON DR.,,MADISON,WI,53719,7609 Welton Dr,,Madison,WI,53719-3025,3025,-89.514275,43.043667,S80,AS0,S5HPNTSCZA,7609,,Welton,Dr,,,,,,White Oak
410989,1150 FRONT ST S,,HUDSON,WI,54016,1150 Front St S,,Hudson,WI,54016-2222,2222,-92.74878,44.959525,S80,AS0,S5HPNTSCZA,1150,,Front,St,S,,,,,White Oak
409714,4885 PHEASANT,,AFTON,MN,55001,4885 Pheasant Ct,,Afton,MN,55001-9415,9415,-92.793914,44.877475,S81,AS0,S5HPN-SCZA,4885,,Pheasant,Ct,,,,,,White Oak
410995,10080 HADLEY AVE N,,GRANT,MN,55110,10080 Hadley Ave N,,Saint Paul,MN,55110-1203,1203,-92.964217,45.094236,SA0,AS0,S5HPNTS-ZA,10080,,Hadley,Ave,N,,,,,White Oak
411039,1704 ANDERLIE LN W,,WHITE BEAR TOWNSHIP,MN,55110,1704 Anderlie Ln W,,White Bear Township,MN,55110-7800,7800,-93.028536,45.098285,S80,AS0,S5HPNTSCZA,1704,,Anderlie,Ln,W,,,,,White Oak
351332,6 HIGH POINT ROAD,,DELLWOOD,MN,55110,6 High Point Rd,,Dellwood,MN,55110-6176,6176,-92.962198,45.109606,S80,AS0,S5HPNTSCZA,6,,High Point,Rd,,,,,,White Oak
410332,942 WILD ROSE CT,,EAGAN,MN,55123,942 Wild Rose Ct,,Eagan,MN,55123-2483,2483,-93.1354,44.829235,S80,AS0,S5HPNTSCZA,942,,Wild Rose,Ct,,,,,,White Oak
411034,1790 SPINAKER DR,,WOODBURY,MN,55125,1790 Spinaker Dr,,Woodbury,MN,55125-8632,8632,-92.909581,44.922875,S80,AS0,S5HPNTSCZA,1790,,Spinaker,Dr,,,,,,White Oak
411007,6754 37TH ST N,,OAKDALE,MN,55128,6754 37th St N,,Oakdale,MN,55128-3114,3114,-92.967777,45.002319,S80,AS0,S5HPNTSCZA,6754,,37th,St,N,,,,,White Oak
411000,10366 DORSET LN,,WOODBURY,MN,55129,10366 Dorset Ln,,Woodbury,MN,55129-4201,4201,-92.895277,44.895668,S80,AS0,S5HPNTSCZA,10366,,Dorset,Ln,,,,,,White Oak
310517,21001 JOHN MILLESS DR,PLEASANT PLACE,ROGERS,MN,55374,21001 John Milless Dr,Pleasant Place,Rogers,MN,55374-8400,8400,-93.54765,45.189231,S80,AS0,S5HPNTSCZA,21001,,John Milless,Dr,,,,,,White Oak
312887,8434  149TH ST. W.,LAKEVIEW HEIGHTS,SAVAGE,MN,55378,8434 W 149th St,Lakeview Heights,Savage,MN,55378-4712,4712,-93.385033,44.732449,S86,AS0,S5H-NT-CZA,8434,W,149th,St,,,,,,White Oak
410357,22123 HWY 14161,PO BOX 69,HOMER,MN,55942,PO Box 69,22123 Hwy 14161,Homer,MN,55942-0069,69,-91.5563,44.0213,S80,ZC5Y,S1HPNTSCZA,69,,Po Box,,,,,,,White Oak
280767,228 S DWYER,,ARLINGTON HEIGHTS,IL,60005,228 S Dwyer Ave,,Arlington Heights,IL,60005-1640,1640,-87.997628,42.079511,S81,AS0,S5HPN-SCZA,228,S,Dwyer,Ave,,,,,,Northern Red Oak
289712,2422 N SALEM LN,,ROUND LAKE BEACH,IL,60073,2422 N Salem Ln,,Round Lake Beach,IL,60073-4943,4943,-88.071267,42.391538,S80,AS0,S5HPNTSCZA,2422,N,Salem,Ln,,,,,,Red Maple
282653,49 ABERDEEN PL,,SAINT LOUIS,MO,63105,49 Aberdeen Pl,,Saint Louis,MO,63105-2274,2274,-90.307986,38.641161,S80,AS0,S5HPNTSCZA,49,,Aberdeen,Pl,,,,,,Shagbark Hickory
274598,833 AUDUBON DR,,SAINT LOUIS,MO,63105,833 Audubon Dr,,Saint Louis,MO,63105-2963,2963,-90.326418,38.638642,S80,AS0,S5HPNTSCZA,833,,Audubon,Dr,,,,,,White Pine
353669,17 RIO VISTA DR,,SAINT LOUIS,MO,63124,17 Rio Vista Dr,,Saint Louis,MO,63124-1756,1756,-90.369773,38.657212,S80,AS0,S5HPNTSCZA,17,,Rio Vista,Dr,,,,,,Slippery Elm
278980,12226 SOMMERTON CT,,SAINT LOUIS,MO,63141,12226 Sommerton Ct,,Saint Louis,MO,63141-6624,6624,-90.45331,38.668507,S80,AS0,S5HPNTSCZA,12226,,Sommerton,Ct,,,,,,Jack Pine
346381,208 SE CHELSEA CIR.,,LEES SUMMIT,MO,64063,208 SE Chelsea Cir,,Lees Summit,MO,64063-2473,2473,-94.311303,38.913528,S80,AS0,S5HPNTSCZA,208,SE,Chelsea,Cir,,,,,,Yellowwood
342197,3501 NE STANTON,,LEE'S SUMMIT,MO,64064,3501 NE Stanton St,,Lees Summit,MO,64064-2012,2012,-94.367635,38.976112,SA1,AS0,S5HPN-S-ZA,3501,NE,Stanton,St,,,,,,Serviceberry
371326,1325 SE DALTON,,LEE'S SUMMIT,MO,64081,1325 SE Dalton Dr,,Lees Summit,MO,64081-3199,3199,-94.350036,38.893466,SA1,AS0,S5HPN-S-ZA,1325,SE,Dalton,Dr,,,,,,Sugar Maple
303291,2500 SW WINTEROAK CIR.,,LEE'S SUMMIT,MO,64081,2500 SW Winteroak Cir,,Lees Summit,MO,64081-2578,2578,-94.427951,38.91084,SA0,AS0,S5HPNTS-ZA,2500,SW,Winteroak,Cir,,,,,,White Oak
255118,1236 W 60 TERR,,KANSAS CITY,MO,64113,1236 W 60th Ter,,Kansas City,MO,64113-1319,1319,-94.605357,39.018076,S89,AS0,S5HP--SCZA,1236,W,60th,Ter,,,,,,Box Elder
349839,6000 MCGEE,,KANSAS CITY,MO,64113,6000 Mcgee St,,Kansas City,MO,64113-2208,2208,-94.584851,39.018528,S81,AS0,S5HPN-SCZA,6000,,Mcgee,St,,,,,,Loblolly Pine
379501,646 W 67TH ST,,KANSAS CITY,MO,64113,646 W 67th St,,Kansas City,MO,64113-1915,1915,-94.598393,39.007678,S80,AS0,S5HPNTSCZA,646,W,67th,St,,,,,,Northern Red Oak
340815,814 W. 81 ST.,,KANSAS CITY,MO,64114,814 W 81st St,,Kansas City,MO,64114-2220,2220,-94.599659,38.981706,S89,AS0,S5HP--SCZA,814,W,81st,St,,,,,,Red Maple
398468,4525 S OLD MILL CREEK RD,,COLUMBIA,MO,65203,4525 S Old Mill Creek Rd,,Columbia,MO,65203-8752,8752,-92.38209,38.90536,S80,AS0,S5HPNTSCZA,4525,S,Old Mill Creek,Rd,,,,,,Shagbark Hickory
393302,3334 E SUMMIT RIDGE DR.,,SPRINGFIELD,MO,65804,3334 E Summit Ridge Dr,,Springfield,MO,65804-5310,5310,-93.228089,37.114854,S80,AS0,S5HPNTSCZA,3334,E,Summit Ridge,Dr,,,,,,White Pine
393479,1077 E. PENDLETON PL,,SPRINGFIELD,MO,65810,1077 E Pendleton Pl,,Springfield,MO,65810-2842,2842,-93.281755,37.123087,S80,AS0,S5HPNTSCZA,1077,E,Pendleton,Pl,,,,,,Slippery Elm
369211,1125 E. NATIONAL PLACE BLVD,,SPRINGFIELD,MO,65810,1125 E National Place Blvd,,Springfield,MO,65810-2839,2839,-93.279995,37.120589,S80,AS0,S5HPNTSCZA,1125,E,National Place,Blvd,,,,,,Jack Pine
321879,2023 W. WILLOW LAKES COVE,,SPRINGFIELD,MO,65810,2023 W Willow Lakes Cv,,Springfield,MO,65810-1563,1563,-93.320364,37.127904,S80,AS0,S5HPNTSCZA,2023,W,Willow Lakes,Cv,,,,,,Yellowwood
320595,831 E LAKEWOOD,,SPRINGFIELD,MO,65810,831 E Lakewood St,,Springfield,MO,65810-2449,2449,-93.285396,37.125446,S81,AS0,S5HPN-SCZA,831,E,Lakewood,St,,,,,,Serviceberry
355213,1650 CAMBRIDGE RD,,LAWRENCE,KS,66044,1650 Cambridge Rd,,Lawrence,KS,66044-2545,2545,-95.256515,38.963279,S80,AS0,S5HPNTSCZA,1650,,Cambridge,Rd,,,,,,Sugar Maple
396276,4625 MUIRFIELD DR.,,LAWRENCE,KS,66047,4625 Muirfield Dr,,Lawrence,KS,66047-1819,1819,-95.301086,38.951163,S80,AS0,S5HPNTSCZA,4625,,Muirfield,Dr,,,,,,White Oak
385774,12627 CLINTON CT.,,OLATHE,KS,66061,12627 S Clinton Ct,,Olathe,KS,66061-6330,6330,-94.829012,38.899219,S82,AS0,S5H-NTSCZA,12627,S,Clinton,Ct,,,,,,Box Elder
358089,26250 W. 111 TERR,,OLATHE,KS,66061,26250 W 111th Ter,,Olathe,KS,66061-8432,8432,-94.888646,38.92579,S89,AS0,S5HP--SCZA,26250,W,111th,Ter,,,,,,Loblolly Pine
369207,5008 W 68TH ST.,,PRAIRIE VILLAGE,KS,66208,5008 W 68th St,,Prairie Village,KS,66208-1412,1412,-94.643545,39.005983,S80,AS0,S5HPNTSCZA,5008,W,68th,St,,,,,,Northern Red Oak
349060,6723 WILLOW LN,,MISSION HILLS,KS,66208,6723 Willow Ln,,Mission Hills,KS,66208-2267,2267,-94.613418,39.007395,S80,AS0,S5HPNTSCZA,6723,,Willow,Ln,,,,,,Red Maple
355935,12944 CATALINA DR,,LEAWOOD,KS,66209,12944 Catalina Dr,,Leawood,KS,66209-2385,2385,-94.633297,38.893085,S80,AS0,S5HPNTSCZA,12944,,Catalina,Dr,,,,,,Shagbark Hickory
411355,13134 LAMAR AVE,,OVERLAND PARK,KS,66209,13134 Lamar Ave,,Overland Park,KS,66209-3809,3809,-94.656519,38.890316,S80,AS0,S5HPNTSCZA,13134,,Lamar,Ave,,,,,,White Pine
398078,11520 MACKEY ST,,OVERLAND PARK,KS,66210,11520 Mackey St,,Overland Park,KS,66210-2416,2416,-94.685953,38.921628,S80,AS0,S5HPNTSCZA,11520,,Mackey,St,,,,,,Slippery Elm
331212,9233 GRAND VIEW DR,,OVERLAND PARK,KS,66212,9233 Grandview Dr,,Overland Park,KS,66212-3936,3936,-94.689605,38.961075,S88,AS0,S5HP-TSCZA,9233,,Grandview,Dr,,,,,,Jack Pine
352745,8442 SUMMIT,,LENEXA,KS,66215,8442 Summit St,,Lenexa,KS,66215-5388,5388,-94.744022,38.97515,S81,AS0,S5HPN-SCZA,8442,,Summit,St,,,,,,Yellowwood
356150,21206 W 64 ST,,SHAWNEE,KS,66218,21206 W 64th St,,Shawnee,KS,66218-8983,8983,-94.832164,39.011949,S88,AS0,S5HP--SCZA,21206,W,64th,St,,,,,,Serviceberry
328618,9320 HALL DR.,,LENEXA,KS,66219,9320 Hall Dr,,Lenexa,KS,66219-2211,2211,-94.766573,38.958757,S80,AS2,S5HPNTSCZA,9320,,Hall,Dr,,,,,,Sugar Maple
264243,10812 W 141 ST.,,OVERLAND PARK,KS,66221,10812 W 141st St,,Overland Park,KS,66221-8084,8084,-94.709667,38.872297,S89,AS0,S5HP--SCZA,10812,W,141st,St,,,,,,White Oak
55449,601 W LOCHLAND RD,PO BOX 1011,HASTINGS,NE,68901,601 W Lochland Rd,Po Box 1011,Hastings,NE,68901-2445,2445,-98.391508,40.6405,S80,AS0,S5HPNTSCZA,601,W,Lochland,Rd,,,,,,Box Elder
411388,2633 E GLADSTONE CT,,EAGLE,ID,83616,2633 E Gladstone Ct,,Eagle,ID,83616-6643,6643,-116.321476,43.707633,S80,AS0,S5HPNTSCZA,2633,E,Gladstone,Ct,,,,,,Loblolly Pine
249014,1414 MASSACHUSETTS AVENUE,CISCO,BOXBOROUGH,MA,1719,1414 Massachusetts Ave,Cisco,Boxborough,MA,01719-2205,2205,-71.540476,42.485866,S80,AS0,S5HPNTSCZA,1414,,Massachusetts,Ave,,,,,,Northern Red Oak
352020,1010 WALTHAM ST,BROOKHAVEN,LEXINGTON,MA,2421,1010 Waltham St,Brookhaven,Lexington,MA,02421-8044,8044,-71.231855,42.414957,S80,AS0,S5HPNTSCZA,1010,,Waltham,St,,,,,,Red Maple
351421,287A BISHOPS FOREST DR.,BISHOPS FOREST 1,WALTHAM,MA,2452,287A Bishops Forest Dr,1 Bishops Forest Dr,Waltham,MA,02452-8804,8804,-71.226599,42.399676,S80,AS0,S5HPNTSCZA,287A,,Bishops Forest,Dr,,,,,,Shagbark Hickory
411381,68 PINNACLE RD,,FARMINGTON,CT,6032,68 Pinnacle Rd,,Farmington,CT,06032-3049,3049,-72.83958,41.704729,S80,AS0,S5HPNTSCZA,68,,Pinnacle,Rd,,,,,,White Pine
282649,236 WENNEKER DR,,SAINT LOUIS,MO,6312,236 Wenneker Dr,,Saint Louis,MO,63124-2034,2034,-90.352843,38.648653,S90,AS0,S5HPNTSC-A,236,,Wenneker,Dr,,,,,,Slippery Elm
255236,13 DEB LYNN DR,,ERIAL,NJ,8081,13 Deb Lynn Dr,,Erial,NJ,08081-9625,9625,-75.0022,39.77154,S80,AS0,S5HPNTSCZA,13,,Deb Lynn,Dr,,,,,,Jack Pine
411957,4125 NANCY AVE,,ERIE,PA,16510,4125 Nancy Ave,,Erie,PA,16510-3656,3656,-80.016777,42.115117,S80,AS0,S5HPNTSCZA,4125,,Nancy,Ave,,,,,,Yellowwood
284138,118 NORTH LARKSPUR DR,,PALMYRA,PA,17078,118 N Larkspur Dr,,Palmyra,PA,17078-9005,9005,-76.599541,40.278433,S80,AS0,S5HPNTSCZA,118,N,Larkspur,Dr,,,,,,Serviceberry
412017,108 S HIGHLAND DR,,PITTSTON,PA,18640,108 S Highland Dr,,Pittston,PA,18640-3211,3211,-75.795991,41.304168,S80,AS0,S5HPNTSCZA,108,S,Highland,Dr,,,,,,Sugar Maple
412066,351 WYOMING AVE,,KINGSTON,PA,18704,351 Wyoming Ave,,Kingston,PA,18704-3618,3618,-75.893544,41.264911,S80,AS0,S5HPNTSCZA,351,,Wyoming,Ave,,,,,,White Oak
412011,13 DRIFTWOOD DR,,PLAINS,PA,18705,13 Driftwood Dr,,Plains,PA,18705-2305,2305,-75.832265,41.290598,S80,AS0,S5HPNTSCZA,13,,Driftwood,Dr,,,,,,Box Elder
389343,1133 BETHLEHEM PIKE,SPRINGHOUSE PLAZA,AMBLER,PA,19002,1133 Bethlehem Pike,Springhouse Plaza,Ambler,PA,19002,,-75.2111,40.1773,E023,ZC5X,M5H-NTSCZA,1133,,Bethlehem,Pike,,,,,,Loblolly Pine
356271,100 CROSSING DRIVE,KEYSTONE CROSSING COMMON,BRISTOL,PA,19007,100 Crossing Dr,Keystone Crossing Common,Bristol,PA,19007-1507,1507,-74.896432,40.113292,S80,AS0,S5HPNTSCZA,100,,Crossing,Dr,,,,,,Shagbark Hickory
360975,31 North Chestnut St,,Elverson,PA,19520,31 N Chestnut St,,Elverson,PA,19520-9401,9401,-75.833083,40.158299,S80,AS0,S5HPNTSCZA,31,N,Chestnut,St,,,,,,Shagbark Hickory
331364,39 CHURCHILL DR.,CHURCHILL DR AND STABLE DR,ELVERSON,PA,19520,39 Churchill Dr,,Elverson,PA,19520-9245,9245,-75.823319,40.153839,S80,AS0,S5HPNTSCZA,39,,Churchill,Dr,,,,,,Shagbark Hickory
358881,MEADOW GLEN & MEADOW LANE,,?WYOMISSING,PA,19610,Meadow Glen & Meadow Lane,,?Wyomissing,PA,19610,,-75.9733,40.3376,E023,ZC5X,MX,,,Meadow,Gln,,,,,,Shagbark Hickory
400965,THOREAU PLACE AND BELMONT RDG CT,SOUTH CLUSTER,RESTON,VA,20191,Thoreau Place And Belmont Rdg Ct,South Cluster,Reston,VA,20191,,-77.3513,38.9384,E020,ZC5X,Z1,,,Thoreau,Pl,,,,,,Shagbark Hickory
351661,5225 POOKS HILL RD,PROMENADE TOWERS,BETHESDA,MD,20814,5225 Pooks Hill Rd,Rd Promenade Towers,Bethesda,MD,20814-2052,2052,-77.106521,39.014645,S81,AS0,S5HPN-SCZA,5225,,Pooks Hill,Rd,,,,,,Shagbark Hickory
355653,5600 LITTLE FALLS PARKWAY,WASHINGTON EPISCOPAL SCHOOL,BETHESDA,MD,20816,5600 Little Falls Pkwy,Parkway Washington Episcopal School,Bethesda,MD,20816-1519,1519,-77.100714,38.965066,S81,AS0,S5HPN-SCZA,5600,,Little Falls,Pkwy,,,,,,Shagbark Hickory
362397,4703 ADRIAN ST,,ROCKVILLE,MD,20853,4703 Adrian St,,Rockville,MD,20853-3450,3450,-77.093928,39.06362,S80,AS0,S5HPNTSCZA,4703,,Adrian,St,,,,,,Shagbark Hickory
272531,7110 MINSTREL WAY,BRIGHTON GARDENS COLUMBIA,COLUMBIA,MD,21045,7110 Minstrel Way,Brighton Gardens Columbia,Columbia,MD,21045-5426,5426,-76.844453,39.177807,S80,AS0,S5HPNTSCZA,7110,,Minstrel,Way,,,,,,Shagbark Hickory
408955,9605 SOMERFORD CT,,LOUISVILLE,KY,40242,9605 Somerford Ct,,Louisville,KY,40242-2322,2322,-85.574916,38.280733,S80,AS0,S5HPNTSCZA,9605,,Somerford,Ct,,,,,,Yellowwod
334650,9108 SEAFORTH DR,,LOUISVILLE,KY,40258,9108 Seaforth Dr,,Louisville,KY,40258-1606,1606,-85.870759,38.122756,S80,AS0,S5HPNTSCZA,9108,,Seaforth,Dr,,,,,,Yellowwod
263659,5421 VALLEY PARK DRIVE,,LOUISVILLE,KY,40299,5421 Valley Park Dr,,Louisville,KY,40299-4135,4135,-85.539835,38.169994,S80,AS0,S5HPNTSCZA,5421,,Valley Park,Dr,,,,,,Yellowwod
263461,9508 GATEWAY DR,,JEFFERSONTOWN,KY,40299,9508 Gateway Dr,,Jeffersontown,KY,40299-2646,2646,-85.577644,38.211525,S80,AS0,S5HPNTSCZA,9508,,Gateway,Dr,,,,,,Yellowwod
351560,301 DELANEY WOODS DR,,NICHOLASVILLE,KY,40356,301 Delaney Woods,,Nicholasville,KY,40356-8730,8730,-84.627301,37.97731,S81,AS0,S5HPN-SCZA,301,,Delaney Woods,,,,,,,Yellowwod
290318,600 KEMPER LANE,,DANVILLE,KY,40422,600 Kemper Ln,,Danville,KY,40422-9331,9331,-84.732235,37.662209,S80,AS0,S5HPNTSCZA,600,,Kemper,Ln,,,,,,Yellowwod
361921,2424 BUTTERWOOD WAY,WATERFORD TOWNHOMES,BOWLING GREEN,KY,42101,2424 Butterwood Way,Waterford Townhomes,Bowling Green,KY,42101-5232,5232,-86.490921,36.976481,S80,AS0,S5HPNTSCZA,2424,,Butterwood,Way,,,,,,Yellowwod
412061,BROOK EDGE CT AND EDGEBROOK DRIVE OFF FROM WILLINGTON DR,,DUBLIN,OH,43017,Brook Edge Ct And Edgebrook Drive Off From Willington Dr,,Dublin,OH,43017,,-83.1307,40.1153,E021,ZC5X,Z1,,,Brook Edge,Ct,,,,,,Red Buckeye
285045,9054 COTTER STREET,"REAL PROPERTY MANAGEMENT, INC.",LEWIS CENTER,OH,43035,9054 Cotter St,Real Property Management Inc,Lewis Center,OH,43035-7101,7101,-83.009821,40.157695,S80,AS0,S5HPNTSCZA,9054,,Cotter,St,,,,,,Red Buckeye
317154,504 MEADOWS DR,MEADOWS APTS.,MARYSVILLE,OH,43040,504 Meadow Dr,Meadows Apts,Marysville,OH,43040-8677,8677,-83.373947,40.251024,S88,AS0,S5HP--SCZA,504,,Meadow,Dr,,,,,,Red Buckeye
261510,3584 HOME RD,LIBERTY HIGH SCHOOL,POWELL,OH,43065,3584 Home Rd,Liberty High School,Powell,OH,43065-9757,9757,-83.100998,40.196204,S80,AS0,S5HPNTSCZA,3584,,Home,Rd,,,,,,Red Buckeye
387976,5377 CENTRAL COLLEGE RD.,,WESTERVILLE,OH,43081,5377 Central College Rd,,Westerville,OH,43081-7095,7095,-82.845471,40.09962,S80,AS0,S5HPNTSCZA,5377,,Central College,Rd,,,,,,Red Buckeye
411362,948 DANVERS AVE,,WESTERVILLE,OH,43081,948 Danvers Ave,,Westerville,OH,43081-1114,1114,-82.964942,40.12874,S80,AS0,S5HPNTSCZA,948,,Danvers,Ave,,,,,,Red Buckeye
412076,218 SANBRIDGE CIR,,WORTHINGTON,OH,43085,218 Sanbridge Cir,,Worthington,OH,43085-3552,3552,-83.025352,40.086332,S80,AS0,S5HPNTSCZA,218,,Sanbridge,Cir,,,,,,Red Buckeye
403364,2365 HARDY PARKWAY,THE WILLOWS,GROVE CITY,OH,43123,2365 Hardy Parkway St,The Willows,Grove City,OH,43123-1516,1516,-83.044911,39.908407,A89,AS0,S5HP--SCZA,2365,,Hardy Parkway,St,,,,,,Red Buckeye
411369,157 SPRING PARK PLACE,,GAHANNA,OH,43230,157 Spring Park Pl,,Gahanna,OH,43230-6265,6265,-82.83894,40.014022,S80,AS0,S5HPNTSCZA,157,,Spring Park,Pl,,,,,,Red Buckeye
355082,6171 NORWAY GLEN,WILLOWS AT PRESERVE CROSSING,COLUMBUS,OH,43230,6171 Norway Glen Ave,Willows At Preserve Crossing,Columbus,OH,43230-7309,7309,-82.853026,40.063641,S81,AS0,S5HPN-SCZA,6171,,Norway Glen,Ave,,,,,,Red Buckeye
292864,913 SUMMIT ST,,DEFIANCE,OH,43512,913 Summit St,,Defiance,OH,43512-3041,3041,-84.355652,41.274114,S80,AS0,S5HPNTSCZA,913,,Summit,St,,,,,,Red Buckeye
342274,4437 CASTLEGATE BLVD,,UNIONTOWN,OH,44685,4437 Castlegate Blvd,,Uniontown,OH,44685-6928,6928,-81.507919,40.956135,S80,AS0,S5HPNTSCZA,4437,,Castlegate,Blvd,,,,,,Red Buckeye
318397,239 VISTA RIDGE,,SOUTH LEBANON,OH,45065,239 Vista Ridge Dr,,South Lebanon,OH,45065-8757,8757,-84.21393,39.358534,S81,AS0,S5HPN-SCZA,239,,Vista Ridge,Dr,,,,,,Red Buckeye
411402,674 KENNECOT DR,,CINCINNATI,OH,45244,674 Kennecot Dr,,Cincinnati,OH,45244-5015,5015,-84.276615,39.142838,S80,AS0,S5HPNTSCZA,674,,Kennecot,Dr,,,,,,Red Buckeye
407818,2216 HEATHER HILL BLVD N.,EIGHT MILE RD,CINCINNATI,OH,45244,2216 Heather Hill Blvd N,Eight Mile Rd,Cincinnati,OH,45244-2664,2664,-84.319885,39.094045,S80,AS0,S5HPNTSCZA,2216,,Heather Hill,Blvd,N,,,,,Red Buckeye
295276,6805 DR. MLKVR BLVD.,DR M.L.KING JR.BLVD,ANDERSON,IN,46013,6805 Dr. Mlkvr Blvd.,Dr M.L.King Jr.Blvd,Anderson,IN,46013,,-85.6762,40.0603,E020,ZC5X,Z1,6805,,Dr Mlkvr,Blvd,,,,,,Slippery Elm
287707,11819 PENNSYLVANIA ST,INGERSOLL-RAND,CARMEL,IN,46032,11819 N Pennsylvania St # INGERSOLL-R,,Carmel,IN,46032-4555,4555,-86.154981,39.96159,A82,AS0,S5H-NTSCZA,11819,N,Pennsylvania,St,,INGERSOLL-R,,#,,Slippery Elm
388589,10462 OLIO RD,GEIST SHOPPES,FISHERS,IN,46033,10462 Olio Rd,Geist Shoppes,Fishers,IN,46040-7500,7500,-85.918506,39.939955,S90,AS0,S5HPNTSC-A,10462,,Olio,Rd,,,,,,Slippery Elm
382358,5702 KIRKPATRICK WAY,CAPE COD VILLAGE,INDIANAPOLIS,IN,46220,5702 Kirkpatrick Way,,Indianapolis,IN,46220-3925,3925,-86.070931,39.882104,S89,AS0,S5HP--SCZA,5702,,Kirkpatrick,Way,,,,,,Slippery Elm
338272,8720 CASTLE CREEK PKWY,CASTLE CREEK 3,INDIANAPOLIS,IN,46250,8720 Castle Creek Parkway East Dr # 3,,Indianapolis,IN,46250-4300,4300,-86.069061,39.914022,S89,AS0,S5HP--SCZA,8720,,Castle Creek Parkway East,Dr,,3,,#,,Slippery Elm
279750,5975 CASTLE CREEK PKWY,CASTLE CREEK 6,INDIANAPOLIS,IN,46250,5975 Castle Creek Parkway North Dr # 6,,Indianapolis,IN,46250-4340,4340,-86.064946,39.916698,S89,AS0,S5HP--SCZA,5975,,Castle Creek Parkway North,Dr,,6,,#,,Slippery Elm
